model,id,band,answerable,question,majority_answer,stated_conf,consistency,sem_entropy,logprob,correct,n_samples,n_conf_parsed
mistralai/Mistral-7B-Instruct-v0.3,sa_2976,selfaware_unans,False,We can measure the speed of light. How do we measure the speed of darkness?,We cannot measure the speed of darkness.,1.0,0.5,1.2130075659799042,-0.12992228752740154,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2952,selfaware_unans,False,Is it men or women who enjoy it the most?,Not specified,0.8571428571428571,0.25,1.9061547465398496,-0.37919098507539184,,8,7
mistralai/Mistral-7B-Instruct-v0.3,sa_3153,selfaware_unans,False,"Mike made 14 dollars mowing lawns and 26 dollars weed eating. If he only spent a small amount of dollar a week, how long would the money last him?",40 days,0.98375,0.875,0.37677016125643675,-0.16374478042216656,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2861,selfaware_unans,False,Are we alive on this earth or is the Earth alive that nurtures us?,Earth nurtures us.,0.99875,0.75,0.7356219397587946,-0.11405300506204757,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2834,selfaware_unans,False,When does the future start?,The future starts at the present moment.,1.0,0.5,1.2130075659799042,-0.1572049123700525,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_3359,selfaware_unans,False,"What was our universe like before the Big Bang happened and what will happen after it ends with a Big Crunch or a Big Freeze, which ever comes first?","Before Big Bang, it's uncertain. After Big Bang, either Big Crunch or Big Freeze.",0.725,0.125,2.0794415416798357,-0.3602973029641845,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2633,selfaware_unans,False,"If we could change history, what parts of history would we change?",This question is subjective and depends on individual perspectives.,0.4875,0.25,1.7328679513998633,-0.31611422021712576,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2860,selfaware_unans,False,Why doesn’t McDonald’s sell hot dogs?,McDonald's doesn't sell hot dogs due to regional variations in menu items.,0.94375,0.125,2.0794415416798357,-0.29086345362997307,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2804,selfaware_unans,False,"There school's baseball team had some new players and some returning players. If the coach put them into groups with several players in each group, how many groups would there be?",Number of groups can't be determined with the given information.,0.575,0.25,1.9061547465398496,-0.27446584226388937,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2436,selfaware_unans,False,What is the origin of the Universe – has it always existed or did it start from nothing?,Started from nothing,0.975,0.125,2.0794415416798357,-0.24144282886074162,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2812,selfaware_unans,False,Does the human language differently affect human thinking? By how much?,Yes,0.9675,0.625,1.0735428464085233,-0.21179005578437682,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_3202,selfaware_unans,False,Would you rather wear your partner's clothes for a month or let them pick out yours?,Let them pick out mine,0.9,0.875,0.37677016125643675,-0.13404867844061463,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2502,selfaware_unans,False,Why are mattresses always on sale?,Due to seasonal demand and frequent model updates.,0.9125,0.125,2.0794415416798357,-0.41834889987949975,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2758,selfaware_unans,False,What is your true purpose in life?,To assist users with their questions.,1.0,0.375,1.6674619334292948,-0.22428127124991187,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_3040,selfaware_unans,False,Why do we fail and succeed in life?,"A combination of factors such as skills, effort, luck, and personal choices.",0.85,0.125,2.0794415416798357,-0.43223396637383693,,8,7
mistralai/Mistral-7B-Instruct-v0.3,sa_2392,selfaware_unans,False,The schools debate team had 11 boys and much more girls on it. If they were split into groups of 7 how many groups could they make?,2,1.0,0.875,0.37677016125643675,-0.07794950551355745,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2917,selfaware_unans,False,"If you’re feeling down, what should you eat for breakfast instead of coffee or tea? And how much water should you drink every day (not including caffeinated drinks)?",Whole grain toast and eggs,0.91875,0.25,1.7328679513998633,-0.338874724454588,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2498,selfaware_unans,False,Do you think you can discover traveling through time?,No,0.99875,0.875,0.37677016125643675,-0.12189885895783775,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2363,selfaware_unans,False,Can God create a stone that is too heavy for even him to lift?,No,0.98125,0.5,1.3862943611198906,-0.2895792045182181,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2658,selfaware_unans,False,Why do some people experience synchronicity?,Synchronicity is often attributed to meaningful coincidences.,0.7625,0.25,1.9061547465398496,-0.4043202280558881,,8,4
mistralai/Mistral-7B-Instruct-v0.3,sa_2555,selfaware_unans,False,Is it morally right to terraform other planets if it could destroy microscopic life?,Depends on the ethical considerations.,0.525,0.25,1.7328679513998633,-0.3868288269386192,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_3212,selfaware_unans,False,"If thoughts were tangible objects, could we collect them by using magnetism?",No,1.0,1.0,-0.0,-0.07737467242962431,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2463,selfaware_unans,False,How many planets are there in the entire universe?,Unknown,0.5642857142857143,0.375,1.6674619334292948,-0.30809908375515294,,8,7
mistralai/Mistral-7B-Instruct-v0.3,sa_3322,selfaware_unans,False,"If the early bird gets the worm, why do good things come to those who wait?","Different saying, different outcome.",0.99375,0.25,1.559581156259877,-0.24606188841628385,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2648,selfaware_unans,False,"Is the Earth just molten rock, or is it a living and breathing organism?",The Earth is not a living organism.,1.0,0.875,0.37677016125643675,-0.14182530135651916,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2581,selfaware_unans,False,Can a society exist without laws?,"No, a society without laws would lack order and protection.",0.97,0.25,1.9061547465398496,-0.2429953639322861,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2608,selfaware_unans,False,What is the universe expanding into?,Unknown,0.86125,0.25,1.7328679513998633,-0.29217857873086717,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2857,selfaware_unans,False,"A tomato is a fruit, so why is ketchup not called a smoothie?",Tomatoes are not the primary ingredient in ketchup.,0.975,0.25,1.9061547465398496,-0.2873932336677607,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_3282,selfaware_unans,False,What brings cosmologists and particle physicists together?,The search for the fundamental nature of the universe.,0.95,0.125,2.0794415416798357,-0.2959339283994896,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2938,selfaware_unans,False,Why am I attracted to people who treat me badly yet can’t help myself from feeling attracted to them again and again despite how much they hurt me?,"Attraction can be complex and influenced by past experiences, emotional needs, and patterns. It may not always align with logic or self-interest.",0.7375,0.125,2.0794415416798357,-0.440957021856939,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2593,selfaware_unans,False,The schools debate team had some boys and some girls on it. If they were split into groups of 9 how many groups could they make?,9,1.0,0.625,1.0735428464085233,-0.22205132700762076,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2485,selfaware_unans,False,Would you rather always say what you're thinking or never be able to speak again?,It depends on the context.,0.6625,0.375,1.4941751382893085,-0.2362549325705864,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2756,selfaware_unans,False,Why are monkeys around if humans are their evolved counter?,"Monkeys and humans share a common ancestor, but they did not evolve from each other.",0.99375,0.25,1.9061547465398496,-0.23718721362178546,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2545,selfaware_unans,False,"A thousand years from now, which things will be possible and which ones will not?","Teleportation, space travel, advanced AI, and colonization of other planets may be possible. Time travel, telekinesis, and matter creation may not be possible.",0.5375,0.125,2.0794415416798357,-0.496739744200801,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2731,selfaware_unans,False,Do you think religion will ever stop existing?,No,0.80625,0.5,1.3862943611198906,-0.32602528804111996,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2543,selfaware_unans,False,"If a doctor suddenly had a heart attack while doing surgery, would the other doctors work on the doctor or the patient?",Other doctors would work on the doctor.,0.985,0.875,0.37677016125643675,-0.08981752792780208,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_3116,selfaware_unans,False,"Sam had saved up -8 dollars. If he received another 7 dollars for his allowance, how many 3 dollar toys could he buy?",1,1.0,0.75,0.7356219397587946,-0.09041235591123567,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_2786,selfaware_unans,False,"If you expect the unexpected, doesn’t that make the unexpected expected?","No, the unexpected is not expected.",1.0,0.25,1.559581156259877,-0.1916001767710858,,8,8
mistralai/Mistral-7B-Instruct-v0.3,sa_3078,selfaware_unans,False,Do cannibals think clowns taste funny?,"No, cannibals do not think clowns taste funny. They eat people, not clowns.",0.875,0.125,2.0794415416798357,-0.31704888680659077,,8,8
